"","words","term.freq","doc.freq"
"4212","newcastle.mr",1,1
"4213","nelson",3,2
"4214","survey",6,4
"4215","pentrated",1,1
"4216","seventy",4,4
"4217","paterson",3,3
"4218","discover",4,4
"4219","resembling",3,3
"4220","sustic",1,1
"4221","found.mr",1,1
"4222","burthen",5,4
"4223","sliding",1,1
"4224","keels",1,1
"4225","schank's",1,1
"4226","construction",4,4
"4227","straits",7,6
"4228","separate",9,8
"4229","van",53,36
"4230","diemens",1,1
"4231","higher",16,11
"4232","latitude",10,6
"4233","observes",6,3
"4234","lies",10,9
"4235","bold",5,5
"4236","offing",1,1
"4237","fathoms",2,2
"4238","shells.by",1,1
"4239","wilson's",1,1
"4240","promontory",1,1
"4241","sheltered",1,1
"4242","capable",11,11
"4243","procured",8,8
"4244","shoals",1,1
"4245","favourable",21,17
"4246","report",60,32
"4247","glasgowquebec",1,1
"4248","characters",8,7
"4249","dissolved",1,1
"4250","improper",4,4
"4251","proprietor",2,2
"4252","canadien",2,1
"4253","arrested",8,5
"4254","jail",7,5
"4255","treasonable",2,1
"4256","seditious",1,1
"4257","practises",3,2
"4258","printing",2,2
"4259","types",1,1
"4260","vigorous",4,4
"4261","james",51,26
"4262","craig",4,3
"4263","astonished",3,2
"4264","crushed",3,2
"4265","faction",1,1
"4266","acquiring",1,1
"4267","ingluence",1,1
"4268","misled",1,1
"4269","demagogues",1,1
"4270","seize",5,3
"4271","stirring",1,1
"4272","preserve",3,3
"4273","frenchmen",1,1
"4274","conquest.quebec",1,1
"4275","printer",1,1
"4276","lafrancois",1,1
"4277","warrant",8,7
"4278","blanchet",1,1
"4279","bedard",1,1
"4280","taschereau",1,1
"4281","charges.the",1,1
"4282","head-quarters",13,8
"4283","curt",2,2
"4284","celebrate",2,2
"4285","birthday-dayâ",1,1
"4286","nobility",1,1
"4287","gentry",1,1
"4288","field-officers",1,1
"4289","present.among",1,1
"4290","accidents",1,1
"4291","occurred",18,18
"4292","birth-day",1,1
"4293","imprudent",1,1
"4294","gunpowder",2,2
"4295","girl",3,3
"4296","street.â",1,1
"4297","squib",1,1
"4298","infirmary",13,5
"4299","severely",11,10
"4300","morning.a",1,1
"4301","berwickshire",1,1
"4302","baggage",5,5
"4303","carts",2,2
"4304","forfarshire",1,1
"4305","stopping",4,3
"4306","boy",7,7
"4307","serjeant-major",1,1
"4308","nicol",1,1
"4309","cart",4,3
"4310","climbing",1,1
"4311","wheel",5,3
"4312","suddengoing",1,1
"4313","threw",6,6
"4314","passing",9,9
"4315","mother",21,12
"4316","happened.on",1,1
"4317","gibson-street",1,1
"4318","shilling",3,3
"4319","counterfeit",1,1
"4320","half-guinea",1,1
"4321","pocket-book",1,1
"4322","partial",2,2
"4323","payments",9,4
"4324","marked",9,9
"4325","villians",1,1
"4326","forcing",1,1
"4327","shutter",1,1
"4328","bar",5,5
"4329","breaking",4,4
"4330","pane",1,1
"4331","glass",6,5
"4332","bolts",2,2
"4333","opened.on",1,1
"4334","sturday",1,1
"4335","porter",2,2
"4336","dundee",7,5
"4337","unloading",1,1
"4338","rope",2,2
"4339","pully",1,1
"4340","instantly.a",1,1
"4341","mason",4,3
"4342","stevenson",1,1
"4343","blowing",10,10
"4344","stones",4,4
"4345","templeton",1,1
"4346","auchterhouse",0,0
"4347","explosion",4,4
"4348","lament",4,4
"4349","agitation",3,3
"4350","occasioned",14,13
"4351","pointe",2,1
"4352","claire",2,1
"4353","matter",28,20
"4354","clothed",5,5
"4355","dress",12,12
"4356","misrepresentatation",1,1
"4357","enemies",3,3
"4358","dury",1,1
"4359","owe",5,3
"4360","candid",5,5
"4361","manner.by",1,1
"4362","drafted",3,2
"4363","trained",3,3
"4364","furnished",11,10
"4365","lapraire",2,1
"4366","divion",1,1
"4367","leprohon",1,1
"4368","battalion",8,5
"4369","attendants",4,3
"4370","apprehend",2,2
"4371","refractory",1,1
"4372","deserters.they",0,0
"4373","rescued",3,3
"4374","prisoner",6,5
"4375","depot",6,3
"4376","wednesday",26,21
"4377","chine",1,1
"4378","intention",18,17
"4379","threats",2,2
"4380","execution.thomas",1,1
"4381","m'cord",3,1
"4382","police",10,6
"4383","detachment",16,14
"4384","field-pieces",2,2
"4385","plenderleath",2,2
"4386","point",21,19
"4387","opposite",9,9
"4388","impropriety",1,1
"4389","await",2,2
"4390","perseverance",5,4
"4391","urging",1,1
"4392","persuasion",5,5
"4393","disperse",3,1
"4394","peaceably",1,1
"4395","obey",4,4
"4396","law.they",1,1
"4397","passedâ",1,1
"4398","legislate",1,1
"4399","enacted",8,4
"4400","promagated",1,1
"4401","it.under",1,1
"4402","false",6,5
"4403","deluded",3,2
"4404","persisted",3,2
"4405","shouts",1,1
"4406","vive",1,1
"4407","roi",1,1
"4408","wanted",14,14
"4409","defence",20,10
"4410","faithful",4,4
"4411","firmly",3,3
"4412","attached",5,5
"4413","principle.finding",1,1
"4414","magisterial",1,1
"4415","capacity",9,9
"4416","riot",1,1
"4417","spirited",4,4
"4418","volley",2,2
"4419","grape",3,3
"4420","harm",3,3
"4421","mob",1,1
"4422","direct",9,9
"4423","shots",3,3
"4424","dark",11,11
"4425","feared",4,4
"4426","mortally",1,1
"4427","brock",3,2
"4428","administering",2,2
"4429","major-general",4,4
"4430","commanding",7,5
"4431","forces",13,11
"4432","fort-george",1,1
"4433","proceeded",46,31
"4434","p.m",2,2
"4435","extra",2,2
"4436","honourable",22,15
"4437","assemblythe",1,1
"4438","urgency",2,2
"4439","crisis",4,3
"4440","induced",10,7
"4441","attention.but",1,1
"4442","invaded",2,2
"4443","enemy",44,14
"4444","avowed",3,3
"4445","entire",7,7
"4446","conquest",4,4
"4447","loyalty",7,3
"4448","calls",4,4
"4449","sphere",1,1
"4450","defend",6,5
"4451","country.our",1,1
"4452","obeyed",8,8
"4453","evinced",4,4
"4454","promptitude",2,2
"4455","particulary",2,2
"4456","address",22,16
"4457","legislators",3,2
"4458","assist",6,6
"4459","counsels",1,1
"4460","arms.we",1,1
"4461","conceal",4,4
"4462","instructor",1,1
"4463","amendment",15,5
"4464","efficient",4,4
"4465","improvements",10,9
"4466","require.honourable",1,1
"4467","assemblyfrom",1,1
"4468","history",4,4
"4469","actual",10,8
"4470","invasion",11,8
"4471","interal",1,1
"4472","commotion",2,2
"4473","ordinary",16,13
"4474","criminal",9,8
"4475","treachery",1,1
"4476","disaffection",1,1
"4477","enact",1,1
"4478","expose",1,1
"4479","justify",4,4
"4480","reposed",1,1
"4481","emergency",2,2
"4482","houses.a",1,1
"4483","traitors",1,1
"4484","joined",10,10
"4485","enemyâ",1,1
"4486","impunityâ",1,1
"4487","harboured",1,1
"4488","concealed",3,3
"4489","pervade",1,1
"4490","authorise",5,3
"4491","mislead",1,1
"4492","deceive",2,2
"4493","unavailingâ",1,1
"4494","disaffected",1,1
"4495","convinced",10,8
"4496","fewâ",1,1
"4497","loyal",11,7
"4498","deliberations.the",1,1
"4499","concludes",6,5
"4500","supplies.proclamationthe",1,1
"4501","declaration",5,4
"4502","dependencies",4,4
"4503","disticts",2,2
"4504","invite",1,1
"4505","quiet",6,6
"4506","unresisting",1,1
"4507","submission",1,1
"4508","insults",2,2
"4509","seek",7,6
"4510","voluntarily",2,2
"4511","government.without",1,1
"4512","condescending",1,1
"4513","repeat",2,2
"4514","illiberal",1,1
"4515","bestowed",3,3
"4516","appeal",6,4
"4517","confutation",1,1
"4518","indecent",1,1
"4519","slander",2,2
"4520","review",2,2
"4521","cirumstances",3,3
"4522","canadian",14,11
"4523","affirm",1,1
"4524","growth",7,5
"4525","exhibits",2,2
"4526","veterans",1,1
"4527","exiled",1,1
"4528","descendant",2,2
"4529","brave",7,7
"4530","fostering",2,2
"4531","ancestors",2,2
"4532","unequalled",1,1
"4533","maritime",4,4
"4534","secured",9,8
"4535","access",1,1
"4536","request",10,8
"4537","unavoidable",1,1
"4538","separation",4,4
"4539","exclusion",3,3
"4540","ocean",12,12
"4541","enforces",1,1
"4542","flattered",1,1
"4543","participation",5,3
"4544","boasted",3,3
"4545","obvious",10,9
"4546","exchanged",1,1
"4547","re-annexed",1,1
"4548","dominion",2,2
"4549","wrested",1,1
"4550","treasure",6,6
"4551","motive",2,2
"4552","ungrateful",2,2
"4553","cruel",6,5
"4554","neighbour",2,2
"4555","restitution",4,3
"4556","stipulated",5,5
"4557","reward",8,8
"4558","revolted",2,2
"4559","pledge",4,4
"4560","relaxation",2,2
"4561","tyranny",5,3
"4562","despot",2,2
"4563","rules",5,4
"4564","rod",3,3
"4565","arise",6,5
"4566","energies",3,2
"4567","co-operate",1,1
"4568","repel",2,2
"4569","invader",2,2
"4570","reproach",4,3
"4571","richest",3,3
"4572","earthâ",2,2
"4573","britain.[the",1,1
"4574","ranks",1,1
"4575","retaliation",4,3
"4576","place.]isaac",1,1
"4577","major-gen",1,1
"4578","papersprovincial",1,1
"4579","councilâ",2,2
"4580","usual",32,22
"4581","throne",6,4
"4582","usher",2,2
"4583","black",17,15
"4584","speaker",9,5
"4585","saidâ",1,1
"4586","excellencyhis",1,1
"4587","intituled",1,1
"4588","powerfully",3,3
"4589","basis",1,1
"4590","formation",8,8
"4591","unjust",6,6
"4592","obligation",3,3
"4593","ameliorate",1,1
"4594","insure",4,4
"4595","punctual",1,1
"4596","guaranteed",2,2
"4597","accruing",1,1
"4598","therefrom",5,2
"4599","specie",9,7
"4600","expressly",6,6
"4601","prefer",2,2
"4602","payment.in",1,1
"4603","confidence",9,9
"4604","unforeseen",1,1
"4605","invested",5,4
"4606","rely",2,2
"4607","humbly",4,4
"4608","requesting",3,3
"4609","thereto",8,6
"4610","assent.his",2,1
"4611","signify",1,1
"4612","provincial",5,5
"4613","prorogued",3,3
"4614","canadaextract",3,3
"4615","plattsburgh",5,4
"4616","ocular",1,1
"4617","observation",9,9
"4618","bloomfield",1,1
"4619","mooar",1,1
"4620","petit",2,2
"4621","composed",13,11
"4622","regulars",6,6
"4623","volunteers",7,5
"4624","southward",5,4
"4625","yankees",2,1
"4626","entertained",19,16
"4627","theywill",1,1
"4628","movements",3,3
"4629","stockings",3,3
"4630","campaign",2,2
"4631","preparation",4,4
"4632","prevost",2,2
"4633","cordon",2,1
"4634","chambly",2,2
"4635","extending",16,16
"4636","chateaguny",1,1
"4637","encampment",4,4
"4638","prairie",5,5
"4639","murray",10,5
"4640","isle-au",1,1
"4641","noix",4,4
"4642","strongly",11,9
"4643","fortified",2,2
"4644","boom",1,1
"4645","voltigeurs",1,1
"4646","royals",3,3
"4647","camp",15,11
"4648","mount",10,3
"4649","battalions",2,2
"4650","disciplined",2,1
"4651","alarm",16,11
"4652","day.â",1,1
"4653","embodied",3,3
"4654","inrolled",2,2
"4655","lieutenant-colonel",10,6
"4656","voyageurs",1,1
"4657","advance",29,21
"4658","handsomely",2,2
"4659","commandant",2,2
"4660","shaw",1,1
"4661","partners",8,5
"4662","captains",4,4
"4663","subordination.sir",1,1
"4664","confines",1,1
"4665","mere",9,8
"4666","motte",1,1
"4667","advanced",19,16
"4668","woods",23,15
"4669","hearing",3,3
"4670","redoubtable",1,1
"4671","whoop",2,2
"4672","terrified",1,1
"4673","successive",3,3
"4674","nights",6,6
"4675","attackâ",1,1
"4676","roads",19,16
"4677","invade",1,1
"4678","headquarters",1,1
"4679","destroy",9,9
"4680","line.this",1,1
"4681","forebearance",1,1
"4682","impute",1,1
"4683","fear",7,7
"4684","weakness",2,2
"4685","swaggering",1,1
"4686","enmity",1,1
"4687","inveterate",3,3
"4688","allayed",1,1
"4689","knocks",1,1
"4690","canadathe",6,6
"4691","rota",1,1
"4692","frigate",9,9
"4693","convoy",3,2
"4694","hydra",1,1
"4695","official",23,19
"4696","notification",1,1
"4697","yeo's",1,1
"4698","lake",20,9
"4699","notices",3,3
"4700","published.bulletin.head-quarters",1,1
"4701","commodore",1,1
"4702","yeo",4,3
"4703","half-past",6,5
"4704","transmitted",5,5
"4705","capture",7,6
"4706","enemy's",13,4
"4707","schooners:â",1,1
"4708","chauncey",2,2
"4709","weigh",3,3
"4710","anchorage",1,1
"4711","breeze",4,3
"4712","becalmed",1,1
"4713","sun-set",2,2
"4714","schooners",8,2
"4715","pike",3,1
"4716","madison",3,1
"4717","oneida",1,1
"4718","windward",3,2
"4719","raking",1,1
"4720","gun-shot",1,1
"4721","fast",3,3
"4722","wolf",4,1
"4723","headmost",1,1
"4724","astern",1,1
"4725","stern-chasers.â",1,1
"4726","ward",5,4
"4727","captured",8,6
"4728","julia",1,1
"4729","growler",1,1
"4730","pounder",3,2
"4731","men.â",1,1
"4732","scourge",1,1
"4733","upset",2,2
"4734","our's",2,2
"4735","mounts",1,1
"4736","pounders",3,2
"4737","loads",3,2
"4738","repelling",2,2
"4739","boarders.â",1,1
"4740","hurt",3,3
"4741","prisoners",25,15
"4742","growler's",1,1
"4743","damage",13,9
"4744","repaired",1,1
"4745","bowsprit",1,1
"4746","up.nothing",1,1
"4747","eagerness",1,1
"4748","enthusiasm",4,4
"4749","mercury",2,2
"4750","schlosser",2,1
"4751","rottenburg",2,1
"4752","schlosser.in",1,1
"4753","volunteer",1,1
"4754","thompson",5,5
"4755","privates",9,7
"4756","ensign",3,3
"4757","winder",1,1
"4758","thirty-four",1,1
"4759","clarke",3,3
"4760","lincoln",5,3
"4761","chippawa",9,4
"4762","day-break",1,1
"4763","lieutenants",2,2
"4764","serjeant",6,5
"4765","civilians",1,1
"4766","fort.â",1,1
"4767","stores",21,14
"4768","brass",1,1
"4769","six-pounder",1,1
"4770","kegs",1,1
"4771","musket",2,1
"4772","cartridges",1,1
"4773","bulwarks",1,1
"4774","curtains",1,1
"4775","gun-boat",2,2
"4776","batteaux",2,1
"4777","casks",2,2
"4778","whiskey",1,1
"4779","spades",1,1
"4780","oars",4,2
"4781","axes",2,2
"4782","pushed",2,2
"4783","creditable",5,5
"4784","warriors",18,15
"4785","serving",3,3
"4786","endeavour",6,6
"4787","medicines",3,1
"4788","surgical",1,1
"4789","instruments",4,3
"4790","skirmish",1,1
"4791","ensued",5,5
"4792","prisonersâ",0,0
"4793","norton",2,2
"4794","merrit",1,1
"4795","dragoons",3,3
"4796","reconnoitering",1,1
"4797","conducting",4,4
"4798","barracks",4,2
"4799","gravelly",1,1
"4800","gun-boats",1,1
"4801","durham",4,4
"4802","boatâ",1,1
"4803","colleced",1,1
"4804","sacket's",2,1
"4805","destroyed.attack",1,1
"4806","rock",6,3
"4807","o.â",1,1
"4808","reporting",2,2
"4809","dockyard",1,1
"4810","daybreak",1,1
"4811","inst",23,18
"4812","detachments",5,5
"4813","liutenant",3,3
"4814","fitzgibbon's",1,1
"4815","bishopp",3,1
"4816","six-pounders",1,1
"4817","naval",8,8
"4818","store-houses",1,1
"4819","burnt.unfortunately",1,1
"4820","evacuation",3,3
"4821","completed",8,8
"4822","reinforcement",2,2
"4823","saunders",1,1
"4824","montpesson",1,1
"4825","file",1,1
"4826","wound",2,2
"4827","over.lieutenant-colonel",1,1
"4828","wounds",1,1
"4829","dangerous.by",1,1
"4830","excellency's",1,1
"4831","commandedward",1,1
"4832","baynes",1,1
"4833","adjutant-generalbritish",1,1
"4834","expedition",29,17
"4835","plattsburghthe",1,1
"4836","citizen",4,4
"4837","burlington",3,1
"4838","express",14,12
"4839","isle",12,11
"4840","sloops",1,1
"4841","gallies",1,1
"4842","progressed",1,1
"4843","instantly",11,11
"4844","learnt",2,2
"4845","retreated",4,3
"4846","arsenal",2,2
"4847","pike's",1,1
"4848","serenac",1,1
"4849","cantonment",1,1
"4850","dearborn",3,1
"4851","invading",1,1
"4852","greenbush",1,1
"4853","edwards",1,1
"4854","murehead",1,1
"4855","dickson",2,2
"4856","lyminston",1,1
"4857","lawe",2,1
"4858","kerrs",2,1
"4859","m'ewan",1,1
"4860","addison",1,1
"4861","howell",1,1
"4862","heron",1,1
"4863","green",6,4
"4864","baldwin",1,1
"4865","clinch",1,1
"4866","jones",4,4
"4867","decoe",1,1
"4868","crook",1,1
"4869","m'ewen",1,1
"4870","americans.general",1,1
"4871","resigned",2,2
"4872","indisposition",1,1
"4873","lewis",4,3
"4874","events",11,10
"4875","deranged",1,1
"4876","convalescence",1,1
"4877","relapsed",1,1
"4878","topics",3,3
"4879","nominated",2,2
"4880","boyd.the",1,1
"4881","tecumseh",1,1
"4882","diversion",3,3
"4883","surround",1,1
"4884","meigs",1,1
"4885","possibility",2,2
"4886","urgently",1,1
"4887","collecting",3,3
"4888","relief.sir",1,1
"4889","swept",2,2
"4890","sodus",1,1
"4891","genessee",1,1
"4892","inflicted",4,4
"4893","vincent",3,3
"4894","marinersthere",1,1
"4895","commencement",8,6
"4896","beaufort",2,2
"4897","parole",1,1
"4898","melpomene",1,1
"4899","meuron's",2,2
"4900","mediterranean",3,3
"4901","lawrence",8,5
"4902","july.james",1,1
"4903","gready",1,1
"4904","terence",1,1
"4905","hunt",5,4
"4906","foot",14,13
"4907","martials",1,1
"4908","deserting",2,2
"4909","publicy",1,1
"4910","sentence.it",1,1
"4911","wilkinson",4,3
"4912","chest",2,2
"4913","british.captain",1,1
"4914","waugh",1,1
"4915","chamely",1,1
"4916","july.general",1,1
"4917","hampton",3,3
"4918","defalcation",1,1
"4919","victory",5,4
"4920","canadaby",0,0
"4921","dunlop",3,2
"4922","abrams",1,1
"4923","greenock",13,11
"4924","lieut.-col",1,1
"4925","morrison",2,2
"4926","ended",5,4
"4927","produced",24,23
"4928","steps",9,8
"4929","actively",3,3
"4930","pur",1,1
"4931","sued",2,2
"4932","alexander",17,11
"4933","henry",13,8
"4934","tuesday:â",1,1
"4935","boyd",2,2
"4936","instant.the",1,1
"4937","gen.conington",1,1
"4938","preston",1,1
"4939","killedâ",1,1
"4940","taken.the",1,1
"4941","precipitate",4,4
"4942","cornwall",3,3
"4943","evacuating",1,1
"4944","marched",7,7
"4945","route",11,9
"4946","salmon",3,2
"4947","frozen",2,2
"4948","them.colonel",1,1
"4949","moravian",2,1
"4950","barbarous",3,3
"4951","irruption",1,1
"4952","province:â",1,1
"4953","afflicting",10,8
"4954","erle",1,1
"4955","s[?]al",1,1
"4956","occupying",5,4
"4957","chapel",7,5
"4958","malice",3,3
"4959","congregation",12,4
"4960","brethren",3,2
"4961","cottages",2,2
"4962","denke",1,1
"4963","schnall",1,1
"4964","missionary",10,9
"4965","michael",1,1
"4966","remained.during",1,1
"4967","tone",2,2
"4968","showed",5,4
"4969","curses",1,1
"4970","plundering",3,2
"4971","appealed",1,1
"4972","redress",1,1
"4973","exable",1,1
"4974","pretence",4,4
"4975","ransacked",1,1
"4976","trunk",3,2
"4977","perry",1,1
"4978","mosquito",1,1
"4979","advicing",1,1
"4980","difficulty",19,15
"4981","shortly",11,11
"4982","outhouse",1,1
"4983","journey",16,11
